epoch,iteration,train/loss,train/acc,train/acc_cls,train/mean_iu,train/fwavacc,valid/loss,valid/acc,valid/acc_cls,valid/mean_iu,valid/fwavacc,elapsed_time
0,0,1925704.25,0.9999915061428788,0.5,0.4999957530714394,0.9999830123579032,,,,,,1.833602
0,1,1361320.625,0.999971183138019,0.5,0.4999855915690095,0.9999423671064496,,,,,,3.186805
0,2,1604405.875,0.9999878823886676,0.5,0.4999939411943338,0.9999757649241718,,,,,,4.611566
0,3,6673930.0,0.9999128843338214,0.5,0.4999564421669107,0.9998257762567822,,,,,,6.027
0,4,11064747.0,0.9997140210283689,0.5,0.49985701051418446,0.9994281238407101,,,,,,7.362043
0,5,3698675.0,2.118243260516895e-05,0.5,1.0591216302584475e-05,4.4869545107252467e-10,,,,,,8.681322
0,6,2214153.5,4.033494135299527e-06,0.5,2.0167470676497635e-06,1.626907493949568e-11,,,,,,9.938932
0,7,2635908.5,0.001359127169465877,0.5,0.0006795635847329385,1.8472266627803268e-06,,,,,,11.207509
0,8,11738821.0,1.5804676510810865e-05,0.5,7.902338255405432e-06,2.497877996113767e-10,,,,,,12.522737
0,9,24620350.0,5.232953653473809e-05,0.5,2.6164768267369046e-05,2.7383803939404888e-09,,,,,,13.869653
0,10,22687388.0,6.281012499214873e-05,0.5,3.1405062496074364e-05,3.945111801529346e-09,,,,,,15.216118
0,11,43847236.0,2.5113730955230437e-05,0.5,1.2556865477615219e-05,6.306994824916995e-10,,,,,,16.60706
0,12,16113372.0,6.222666935485878e-05,0.5,3.111333467742939e-05,3.8721583789989214e-09,,,,,,17.888027
0,13,28555084.0,5.365422258731762e-05,0.5,2.682711129365881e-05,2.8787756014494244e-09,,,,,,19.285281
0,14,4979077.5,8.962555586913906e-05,0.5,4.481277793456953e-05,8.032740264852167e-09,,,,,,20.562335
0,15,10293616.0,2.0619232562737982e-05,0.5,1.0309616281368991e-05,4.2515275147627433e-10,,,,,,21.91553
0,16,791201.6875,0.0005131176032442275,0.5,0.00025655880162211373,2.6328967475910045e-07,,,,,,23.168978
0,17,17192976.0,3.660322108345534e-07,0.5,1.830161054172767e-07,1.3397957936843097e-13,,,,,,24.587173
0,18,4554123.5,0.00011321311179081261,0.5,5.6606555895406306e-05,1.2817208681359033e-08,,,,,,25.893524
0,19,1180078.5,0.006684463578878795,0.5,0.0033422317894393973,4.4682053337357104e-05,,,,,,27.145598
0,20,2910735.0,0.0010752703952817252,0.5005095346331889,0.0005376925565346872,0.0010190151033528424,,,,,,28.504228
0,21,9182769.0,0.9999349440489779,0.5,0.49996747202448893,0.9998698923302325,,,,,,29.849307
0,22,5071600.0,0.9999705890385346,0.5,0.4999852945192673,0.9999411789420739,,,,,,31.221232
0,23,35965092.0,0.9997772361558823,0.5,0.49988861807794116,0.9995545219354949,,,,,,32.599207
0,24,3152482.5,0.9999655451791372,0.5,0.4999827725895686,0.999931091545409,,,,,,33.956252
0,25,7287090.0,0.9999356283840114,0.5,0.4999678141920057,0.9998712609117277,,,,,,35.32554
0,26,1505540.875,0.7981088821433955,0.7657216008683446,0.3990809645167038,0.7980944771289085,,,,,,36.691746
0,27,1545933.0,0.9999860182406879,0.5,0.49999300912034395,0.9999720366768654,,,,,,38.078506
0,28,6214777.0,0.9998630821575514,0.5,0.4999315410787757,0.9997261830615983,,,,,,39.384766
0,29,2588067.0,0.9999748989559935,0.5,0.4999874494779967,0.9999497985420494,,,,,,40.752872
0,30,1692560.125,0.9999835060973739,0.5,0.4999917530486869,0.9999670124667965,,,,,,42.163646
0,31,11536414.0,0.6170303694008921,0.30954178186512066,0.30851518470044603,0.6149839845027748,,,,,,43.432319
0,32,14914636.0,0.9996681289306751,0.4999831131869535,0.49983406446533757,0.9993701203525303,,,,,,44.821461
0,33,4772883.0,0.00022700754908820808,0.5001106776778997,0.00011350502609936508,0.00022135413634762822,,,,,,46.204548
0,34,4158924.0,0.013094900188476396,0.5065401858109274,0.006547643926615801,0.013080179283660611,,,,,,47.575653
0,35,1763197.5,0.038146421768967924,0.5184994418065345,0.01911811838527782,0.03695626920690385,,,,,,48.83631
0,36,7935413.0,2.2211350683625508e-05,0.5,1.1105675341812754e-05,4.933440991909913e-10,,,,,,50.190946
0,37,3774931.5,0.00029786960973334447,0.5,0.00014893480486667223,8.872630440269494e-08,,,,,,51.498017
0,38,5644984.0,6.17164380205033e-05,0.5,3.085821901025165e-05,3.808918721938625e-09,,,,,,52.851113
0,39,8765398.0,9.327427206426224e-07,0.5,4.663713603213112e-07,8.700089829118013e-13,,,,,,54.229594
0,40,2565210.5,6.732571056677027e-06,0.5,3.3662855283385136e-06,4.5327513033205226e-11,,,,,,55.536974
0,41,11444683.0,0.00014629099244674437,0.5,7.314549622337219e-05,2.140105447105342e-08,,,,,,56.936444
0,42,6227365.5,0.0001363095857832527,0.5,6.815479289162635e-05,1.8580303176401926e-08,,,,,,58.278401
0,43,8355036.0,6.920085593370378e-05,0.5,3.460042796685189e-05,4.7887584619572265e-09,,,,,,59.665409
0,44,18731912.0,1.1257231766299868e-05,0.5,5.628615883149934e-06,1.2672526704019084e-10,,,,,,61.061795
0,45,10184036.0,6.576429700158648e-05,0.5,3.288214850079324e-05,4.324942760112877e-09,,,,,,62.424626
0,46,2615522.75,0.0011334768539779199,0.5,0.0005667384269889599,1.2847697785036827e-06,,,,,,63.719057
0,47,11366553.0,3.6603221083455345e-06,0.5,1.8301610541727672e-06,1.3397957936843099e-11,,,,,,65.129649
0,48,5985061.0,0.00012069448118064883,0.5,6.034724059032441e-05,1.4567157787465993e-08,,,,,,66.453633
0,49,4320315.5,5.117497748300991e-05,0.5,2.5587488741504954e-05,2.618878320386571e-09,,,,,,67.801701
0,50,1487519.625,0.0012830129090837313,0.5006325456868459,0.0006415291698141355,0.0012650689949965357,,,,,,69.126176
0,51,3676745.5,1.2034012934157101e-05,0.5,6.0170064670785505e-06,1.4481746729946039e-10,,,,,,70.48565
0,52,2983886.0,0.0006117597811299317,0.5002661336816395,0.00030592223390463245,0.0005322313586717711,,,,,,71.834485
0,53,1082330.875,0.5116690083308549,0.7558335025491769,0.2558377027239041,0.5116649061798754,,,,,,73.17689
0,54,126444.453125,0.141888072357264,0.5675213675213675,0.0720905581218897,0.13404631844930165,,,,,,74.440723
0,55,6611576.0,0.9962340208083603,0.49822833422367974,0.49811701040418016,0.9960114229176068,,,,,,75.806864
0,56,2237643.25,0.5410111217412102,0.2705189865318597,0.2705055608706051,0.5409842717513128,,,,,,77.174453
0,57,1646444.25,0.8656112737920937,0.4328092806052174,0.43280563689604684,0.8656039864351035,,,,,,78.617682
0,58,725270.5625,0.9993264054842061,0.49966812256413257,0.4996632027421031,0.9993165659370301,,,,,,80.005704
0,59,514990.96875,0.9985388309297183,0.4992751938844303,0.49926941546485915,0.9985272742243303,,,,,,81.351925
0,60,4771345.5,0.9990997538776656,0.5,0.4995498769388328,0.9982003181984119,,,,,,82.648848
0,61,1260884.625,0.9995611273792093,0.4997858688836741,0.49978056368960466,0.999550517103699,,,,,,84.09931
0,62,659555.5625,0.9940272684599849,0.4970172097197418,0.49701363422999245,0.9940201175319295,,,,,,85.47532
0,63,1351010.0,0.9405614873091692,0.4702980481359447,0.4702807436545846,0.9405268796198758,,,,,,86.829821
0,64,1481014.375,0.9999723510875658,0.5,0.4999861755437829,0.9999447029395939,,,,,,88.176903
0,65,8416467.0,0.9996261032638354,0.5,0.4998130516319177,0.9992523463264401,,,,,,89.525521
0,66,370861.1875,0.9999984608280745,0.5,0.49999923041403727,0.9999969216585182,,,,,,90.902988
0,67,10608785.0,0.9998463647335367,0.5,0.49992318236676836,0.9996927530708686,,,,,,92.287606
0,68,876019.875,0.9999778100764443,0.5,0.49998890503822213,0.9999556206452812,,,,,,93.602925
0,69,392137.1875,0.9992868454354573,0.4996456304287695,0.49964342271772866,0.9992824300328854,,,,,,94.938489
0,70,1832369.75,0.8501400762476895,0.7621437795331034,0.42797238163424567,0.8488843896267861,,,,,,96.241944
0,71,3704960.5,0.9998214903490453,0.49993379347177813,0.49991074517452266,0.9997753958797119,,,,,,97.681345
0,72,1762984.375,0.9999663367003233,0.5,0.49998316835016166,0.9999326745338644,,,,,,99.056343
0,73,4719745.0,0.9999155895117958,0.5,0.4999577947558979,0.9998311861487221,,,,,,100.386697
0,74,808144.0,0.996430357409037,0.4982202694539695,0.4982151787045185,0.996420176014168,,,,,,101.76431
0,75,4062342.25,0.960726241176449,0.48040460462851525,0.4803631205882245,0.9606432802603516,,,,,,103.167155
0,76,395918.40625,0.9850222061089459,0.4925148230673364,0.49251110305447293,0.9850147661394142,,,,,,104.500644
0,77,2748331.75,9.268919223111249e-05,0.5,4.6344596115556245e-05,8.591286356456125e-09,,,,,,105.879061
0,78,680710.9375,0.9768598422986476,0.48843311654905597,0.4884299211493238,0.9768534515409928,,,,,,107.258636
0,79,3148949.0,0.5060156996573182,0.7527838953923447,0.2536991544936894,0.5051114524036981,,,,,,108.599919
0,80,4626085.0,2.4710051568504843e-05,0.5,1.2355025784252422e-05,6.105866485181686e-10,,,,,,109.978069
0,81,964571.1875,0.0007983157484818614,0.5000012179140543,0.0003991598121032305,3.0673189522690884e-06,,,,,,111.285256
0,82,761446.375,0.0009572943536830037,0.5,0.00047864717684150185,9.164124795933598e-07,,,,,,112.570808
0,83,3633048.0,0.8414791322732934,0.4208113876499988,0.4207395661366467,0.8413355137627022,,,,,,113.906556
0,84,1495009.0,0.005771820688770603,0.5012510991799939,0.00289410888803817,0.0025047675875314477,,,,,,115.195202
0,85,1175189.125,0.00020930846303885553,0.5,0.00010465423151942777,4.381003269968795e-08,,,,,,116.501728
0,86,7775886.0,6.786041068581259e-05,0.5,3.3930205342906296e-05,4.6050353384471475e-09,,,,,,117.903145
0,87,1484405.0,0.002227349454149562,0.5,0.001113674727074781,4.961085590900352e-06,,,,,,119.204637
0,88,1198907.0,0.0016191091539238193,0.5007615128212178,0.0008097012425345925,0.00152288835591851,,,,,,120.524242
0,89,8404639.0,1.8919137593252228e-05,0.5000036228558732,9.459653379330493e-06,7.245763435206326e-06,,,,,,121.954124
0,90,4862141.0,2.3072869996543264e-05,0.5,1.1536434998271632e-05,5.323573298773863e-10,,,,,,123.375256
0,91,3553000.75,3.253232345114717e-05,0.5,1.6266161725573586e-05,1.0583520691300602e-09,,,,,,124.739246
0,92,5430870.0,8.022196754930937e-05,0.5,4.011098377465468e-05,6.435564077482445e-09,,,,,,126.108608
0,93,6576423.5,2.387851500070525e-05,0.5,1.1939257500352625e-05,5.701834786389056e-10,,,,,,127.500283
0,94,6077460.0,8.275871873256291e-05,0.5,4.1379359366281455e-05,6.849005526255459e-09,,,,,,128.906552
0,95,5351002.0,2.4095467116916025e-05,0.5,1.2047733558458013e-05,5.805915355823814e-10,,,,,,130.311414
0,96,1828816.0,0.9249128613456127,0.9624461106185447,0.46426935533113495,0.9246390568885424,,,,,,131.657786
0,97,6675087.0,2.102451347615986e-05,0.5,1.051225673807993e-05,4.4203016690922755e-10,,,,,,133.059598
0,98,2783746.75,0.06804663854401703,0.5340125255877983,0.034024952421767556,0.06802347608463731,,,,,,134.469794
0,99,6086926.5,0.8555935020361785,0.42786727355706716,0.4277967510180892,0.8554524802057519,,,,,,135.879178
0,100,11185750.0,0.998787028577428,0.49993738455276915,0.499393514288714,0.9977004713769633,,,,,,137.194202
0,101,615211.5625,0.9585380533244531,0.47927254085213433,0.47926902666222654,0.958531024996172,,,,,,138.578847
0,102,1229388.625,0.9500721611721612,0.47503816866594284,0.4750360805860806,0.9500679850307935,,,,,,140.014042
0,103,2878962.0,0.9999079416900767,0.5,0.49995397084503834,0.9998158918548858,,,,,,141.357685
0,104,2158333.0,0.999978012587061,0.5,0.4999890062935305,0.9999560256575682,,,,,,142.796862
0,105,608047.3125,0.94135148506406,0.4706773484734752,0.47067574253203,0.9413482731921284,,,,,,144.154132
0,106,2146514.75,0.9998522152394924,0.5,0.4999261076197462,0.9997044523193203,,,,,,145.471784
0,107,1350179.25,0.9999685532309136,0.5,0.4999842766154568,0.9999371074507265,,,,,,146.804499
0,108,2504801.0,0.9999214742358675,0.5,0.49996073711793376,0.9998429546380306,,,,,,148.125597
0,109,10109826.0,0.9998864158267199,0.5,0.49994320791335994,0.9997728445548042,,,,,,149.544788
0,110,464251.1875,0.999425199181449,0.4997154791583081,0.4997125995907245,0.9994194400794684,,,,,,150.907584
0,111,5934133.5,0.8969396027563843,0.449426221184117,0.44846980137819215,0.8950308338409116,,,,,,152.2023
0,112,3898178.0,0.9238496820598353,0.46199659907564083,0.46192484102991765,0.9237061882595362,,,,,,153.545487
0,113,1033567.6875,0.9724412619059123,0.4862239280262222,0.48622063095295615,0.9724346678040948,,,,,,155.010902
0,114,2669098.5,0.9284477949516553,0.46426223760901003,0.46422389747582765,0.9283711210177711,,,,,,156.379474
0,115,2130661.25,0.99964462950267,0.5,0.499822314751335,0.9992893852935303,,,,,,157.68295
0,116,2229736.5,0.019621172119085557,0.5097870545871995,0.009811535022856522,0.019573171917454724,,,,,,159.090324
0,117,684455.3125,0.932058496734326,0.4660310703539906,0.466029248367163,0.9320548527749171,,,,,,160.444278
0,118,2358635.25,0.002181892803898732,0.5010414458054029,0.0010911532464706211,0.0020826948343791772,,,,,,161.856106
0,119,12735564.0,0.9798820290870249,0.4901857178192704,0.48994101454351247,0.979392866849821,,,,,,163.193669
0,120,2718564.25,0.21358241758241758,0.46393278207287514,0.10679209736754802,0.21357844166559037,,,,,,164.662032
0,121,616523.3125,0.00025238185374471575,0.5,0.00012619092687235787,6.369660009961909e-08,,,,,,165.954965
0,122,1857508.625,0.9216211566617862,0.4608142891340999,0.4608105783308931,0.9216137351151367,,,,,,167.406942
0,123,2214940.75,0.00036505069104632656,0.500173133911699,0.00018253185274439405,0.0003462616704053261,,,,,,168.807055
0,124,2408606.5,0.00034092037893758214,0.5001572036650636,0.0001704685291879863,0.0003143996952138317,,,,,,170.193008
0,125,3269860.25,1.8667642752562226e-05,0.5,9.333821376281113e-06,3.4848088593728904e-10,,,,,,171.641867
0,126,2855927.75,8.59221576214889e-05,0.5,4.296107881074445e-05,7.382617170331982e-09,,,,,,172.991536
0,127,1425866.25,0.006740034753304197,0.5033140605079355,0.0033707665524300183,0.006627387065736385,,,,,,174.311326
0,128,2642630.0,3.63479787727804e-05,0.5,1.81739893863902e-05,1.3211755608664943e-09,,,,,,175.687974
0,129,2644565.75,0.011860434632930064,0.5059228632942365,0.005930394688001087,0.011845550496607765,,,,,,177.084244
0,130,2563023.75,2.743713808700042e-05,0.5,1.371856904350021e-05,7.527965464051291e-10,,,,,,178.462935
0,131,1951292.0,0.04072482456529647,0.5203620144097347,0.020362446781401363,0.04072399503848364,,,,,,179.876553
0,132,4963527.0,6.081612168948208e-05,0.5,3.040806084474104e-05,3.698600657349893e-09,,,,,,181.265251
0,133,432977.375,0.0033709033129891153,0.5,0.0016854516564945576,1.1362989145520993e-05,,,,,,182.561126
0,134,1592088.5,0.004478705137903293,0.5,0.0022393525689516467,2.0058799712281358e-05,,,,,,183.856581
0,135,2279192.25,3.087581453339293e-05,0.5,1.5437907266696464e-05,9.53315923100478e-10,,,,,,185.228665
0,136,1269632.25,6.0416428180765955e-05,0.5,3.0208214090382977e-05,3.6501447941216507e-09,,,,,,186.539913
0,137,1959692.875,0.0005806977624188235,0.5002825512089235,0.00029035770158343635,0.000565093843524573,,,,,,187.922019
0,138,442772.03125,0.0005748628168278024,0.5,0.0002874314084139012,3.3046725817119555e-07,,,,,,189.212228
0,139,4515807.0,1.467161538999787e-05,0.5,7.335807694998935e-06,2.1525629815202237e-10,,,,,,190.64927
0,140,1808849.375,0.1395002350595349,0.5697442324770599,0.06975218007706127,0.1394865572436688,,,,,,192.052394
0,141,1378094.0,0.9815498317448562,0.49078118230522394,0.4907749158724281,0.9815372990392878,,,,,,193.463889
